"timestamp","azimuth","elevation","timestamp_float"
"2024-03-26T02:21:22.000000+00:00","116.377","20.522","1711419682.0"
"2024-03-26T02:21:23.000000+00:00","116.352","20.522","1711419683.0"
"2024-03-26T02:21:24.000000+00:00","116.352","20.522","1711419684.0"
"2024-03-26T02:21:25.000000+00:00","116.349","20.522","1711419685.0"
"2024-03-26T02:21:26.000000+00:00","116.372","20.522","1711419686.0"
"2024-03-26T02:21:27.000000+00:00","116.365","20.523","1711419687.0"
"2024-03-26T02:21:28.000000+00:00","116.365","20.522","1711419688.0"
"2024-03-26T02:21:29.000000+00:00","116.365","20.522","1711419689.0"
"2024-03-26T02:21:30.000000+00:00","116.366","20.522","1711419690.0"
"2024-03-26T02:21:31.000000+00:00","116.365","20.522","1711419691.0"
"2024-03-26T02:21:32.000000+00:00","116.365","20.522","1711419692.0"
"2024-03-26T02:21:33.000000+00:00","116.365","20.522","1711419693.0"
"2024-03-26T02:21:34.000000+00:00","116.366","20.522","1711419694.0"
"2024-03-26T02:21:35.000000+00:00","116.365","20.522","1711419695.0"
"2024-03-26T02:21:36.000000+00:00","116.364","20.522","1711419696.0"
"2024-03-26T02:21:38.000000+00:00","116.365","20.522","1711419698.0"
"2024-03-26T02:21:39.000000+00:00","116.356","20.522","1711419699.0"
"2024-03-26T02:21:40.000000+00:00","116.367","20.522","1711419700.0"
"2024-03-26T02:21:41.000000+00:00","116.367","20.522","1711419701.0"
"2024-03-26T02:21:42.000000+00:00","116.369","20.523","1711419702.0"
"2024-03-26T02:21:43.000000+00:00","116.369","20.523","1711419703.0"
"2024-03-26T02:21:44.000000+00:00","116.367","20.522","1711419704.0"
"2024-03-26T02:21:45.000000+00:00","116.367","20.522","1711419705.0"
"2024-03-26T02:21:46.000000+00:00","116.355","20.522","1711419706.0"
"2024-03-26T02:21:47.000000+00:00","116.355","20.522","1711419707.0"
"2024-03-26T02:21:48.000000+00:00","116.356","20.522","1711419708.0"
"2024-03-26T02:21:49.000000+00:00","116.374","20.522","1711419709.0"
"2024-03-26T02:21:50.000000+00:00","116.374","20.522","1711419710.0"
"2024-03-26T02:21:51.000000+00:00","116.374","20.522","1711419711.0"
"2024-03-26T02:21:52.000000+00:00","116.355","20.523","1711419712.0"
"2024-03-26T02:21:53.000000+00:00","116.355","20.522","1711419713.0"
"2024-03-26T02:21:54.000000+00:00","116.355","20.522","1711419714.0"
"2024-03-26T02:21:55.000000+00:00","116.384","20.523","1711419715.0"
"2024-03-26T02:21:56.000000+00:00","116.37","20.522","1711419716.0"
"2024-03-26T02:21:57.000000+00:00","116.355","20.522","1711419717.0"
"2024-03-26T02:21:58.000000+00:00","116.354","20.522","1711419718.0"
"2024-03-26T02:21:59.000000+00:00","116.354","20.522","1711419719.0"
"2024-03-26T02:22:00.000000+00:00","116.376","20.522","1711419720.0"
"2024-03-26T02:22:01.000000+00:00","116.376","20.522","1711419721.0"
"2024-03-26T02:22:02.000000+00:00","116.356","20.523","1711419722.0"
"2024-03-26T02:22:03.000000+00:00","116.354","20.522","1711419723.0"
"2024-03-26T02:22:04.000000+00:00","116.354","20.522","1711419724.0"
"2024-03-26T02:22:05.000000+00:00","116.374","20.522","1711419725.0"
"2024-03-26T02:22:06.000000+00:00","116.374","20.523","1711419726.0"
"2024-03-26T02:22:07.000000+00:00","116.376","20.523","1711419727.0"
"2024-03-26T02:22:08.000000+00:00","116.353","20.522","1711419728.0"
"2024-03-26T02:22:09.000000+00:00","116.353","20.522","1711419729.0"
"2024-03-26T02:22:10.000000+00:00","116.353","20.522","1711419730.0"
"2024-03-26T02:22:11.000000+00:00","116.374","20.522","1711419731.0"
"2024-03-26T02:22:12.000000+00:00","116.376","20.522","1711419732.0"
"2024-03-26T02:22:13.000000+00:00","116.374","20.522","1711419733.0"
"2024-03-26T02:22:14.000000+00:00","116.353","20.522","1711419734.0"
"2024-03-26T02:22:15.000000+00:00","116.353","20.522","1711419735.0"
"2024-03-26T02:22:16.000000+00:00","116.353","20.522","1711419736.0"
"2024-03-26T02:22:17.000000+00:00","116.376","20.522","1711419737.0"
"2024-03-26T02:22:18.000000+00:00","116.374","20.522","1711419738.0"
"2024-03-26T02:22:19.000000+00:00","116.372","20.522","1711419739.0"
"2024-03-26T02:22:20.000000+00:00","116.353","20.522","1711419740.0"
"2024-03-26T02:22:21.000000+00:00","116.354","20.522","1711419741.0"
"2024-03-26T02:22:22.000000+00:00","116.376","20.522","1711419742.0"
"2024-03-26T02:22:23.000000+00:00","116.375","20.522","1711419743.0"
"2024-03-26T02:22:24.000000+00:00","116.375","20.522","1711419744.0"
"2024-03-26T02:22:25.000000+00:00","116.36","20.523","1711419745.0"
"2024-03-26T02:22:26.000000+00:00","116.355","20.523","1711419746.0"
"2024-03-26T02:22:27.000000+00:00","116.355","20.522","1711419747.0"
"2024-03-26T02:22:28.000000+00:00","116.369","20.522","1711419748.0"
"2024-03-26T02:22:29.000000+00:00","116.374","20.522","1711419749.0"
"2024-03-26T02:22:30.000000+00:00","116.374","20.522","1711419750.0"
"2024-03-26T02:22:31.000000+00:00","116.355","20.522","1711419751.0"
"2024-03-26T02:22:32.000000+00:00","116.353","20.522","1711419752.0"
"2024-03-26T02:22:33.000000+00:00","116.353","20.522","1711419753.0"
"2024-03-26T02:22:34.000000+00:00","116.374","20.522","1711419754.0"
"2024-03-26T02:22:35.000000+00:00","116.373","20.522","1711419755.0"
"2024-03-26T02:22:36.000000+00:00","116.373","20.522","1711419756.0"
"2024-03-26T02:22:37.000000+00:00","116.369","20.522","1711419757.0"
"2024-03-26T02:22:38.000000+00:00","116.354","20.522","1711419758.0"
"2024-03-26T02:22:39.000000+00:00","116.355","20.522","1711419759.0"
"2024-03-26T02:22:40.000000+00:00","116.37","20.522","1711419760.0"
"2024-03-26T02:22:41.000000+00:00","116.374","20.522","1711419761.0"
"2024-03-26T02:22:42.000000+00:00","116.374","20.522","1711419762.0"
"2024-03-26T02:22:43.000000+00:00","116.356","20.522","1711419763.0"
"2024-03-26T02:22:44.000000+00:00","116.354","20.522","1711419764.0"
"2024-03-26T02:22:45.000000+00:00","116.354","20.522","1711419765.0"
"2024-03-26T02:22:46.000000+00:00","116.356","20.522","1711419766.0"
"2024-03-26T02:22:47.000000+00:00","116.373","20.522","1711419767.0"
"2024-03-26T02:22:48.000000+00:00","116.373","20.522","1711419768.0"
"2024-03-26T02:22:50.000000+00:00","116.373","20.522","1711419770.0"
"2024-03-26T02:22:51.000000+00:00","116.355","20.522","1711419771.0"
"2024-03-26T02:22:52.000000+00:00","116.354","20.522","1711419772.0"
"2024-03-26T02:22:53.000000+00:00","116.354","20.522","1711419773.0"
"2024-03-26T02:22:54.000000+00:00","116.373","20.522","1711419774.0"
"2024-03-26T02:22:55.000000+00:00","116.373","20.522","1711419775.0"
"2024-03-26T02:22:56.000000+00:00","116.373","20.522","1711419776.0"
"2024-03-26T02:22:57.000000+00:00","116.354","20.522","1711419777.0"
"2024-03-26T02:22:58.000000+00:00","116.354","20.522","1711419778.0"
"2024-03-26T02:22:59.000000+00:00","116.354","20.522","1711419779.0"
"2024-03-26T02:23:00.000000+00:00","116.37","20.522","1711419780.0"
"2024-03-26T02:23:01.000000+00:00","116.374","20.522","1711419781.0"
"2024-03-26T02:23:02.000000+00:00","116.373","20.522","1711419782.0"
"2024-03-26T02:23:03.000000+00:00","116.36","20.522","1711419783.0"
"2024-03-26T02:23:04.000000+00:00","116.354","20.522","1711419784.0"
"2024-03-26T02:23:05.000000+00:00","116.354","20.522","1711419785.0"
"2024-03-26T02:23:06.000000+00:00","116.374","20.522","1711419786.0"
"2024-03-26T02:23:07.000000+00:00","116.375","20.522","1711419787.0"
"2024-03-26T02:23:08.000000+00:00","116.375","20.522","1711419788.0"
"2024-03-26T02:23:09.000000+00:00","116.352","20.522","1711419789.0"
"2024-03-26T02:23:10.000000+00:00","116.352","20.522","1711419790.0"
"2024-03-26T02:23:11.000000+00:00","116.37","20.522","1711419791.0"
"2024-03-26T02:23:12.000000+00:00","116.375","20.522","1711419792.0"
"2024-03-26T02:23:13.000000+00:00","116.374","20.522","1711419793.0"
"2024-03-26T02:23:14.000000+00:00","116.37","20.522","1711419794.0"
"2024-03-26T02:23:15.000000+00:00","116.355","20.522","1711419795.0"
"2024-03-26T02:23:16.000000+00:00","116.354","20.522","1711419796.0"
"2024-03-26T02:23:17.000000+00:00","116.354","20.522","1711419797.0"
"2024-03-26T02:23:18.000000+00:00","116.373","20.522","1711419798.0"
"2024-03-26T02:23:19.000000+00:00","116.37","20.522","1711419799.0"
"2024-03-26T02:23:20.000000+00:00","116.371","20.522","1711419800.0"
"2024-03-26T02:23:21.000000+00:00","116.37","20.522","1711419801.0"
"2024-03-26T02:23:22.000000+00:00","116.355","20.522","1711419802.0"
"2024-03-26T02:23:23.000000+00:00","116.355","20.522","1711419803.0"
"2024-03-26T02:23:24.000000+00:00","116.355","20.522","1711419804.0"
"2024-03-26T02:23:25.000000+00:00","116.367","20.522","1711419805.0"
"2024-03-26T02:23:26.000000+00:00","116.373","20.522","1711419806.0"
"2024-03-26T02:23:27.000000+00:00","116.373","20.522","1711419807.0"
"2024-03-26T02:23:28.000000+00:00","116.372","20.522","1711419808.0"
"2024-03-26T02:23:29.000000+00:00","116.354","20.523","1711419809.0"
"2024-03-26T02:23:30.000000+00:00","116.355","20.523","1711419810.0"
"2024-03-26T02:23:31.000000+00:00","116.36","20.522","1711419811.0"
"2024-03-26T02:23:32.000000+00:00","116.374","20.522","1711419812.0"
