"timestamp","actual_azimuth","actual_elevation","commanded_azimuth","commanded_elevation"
"2024-03-26T02:12:39.000000+00:00","116.354","20.522","116.364","20.522"
"2024-03-26T02:12:40.000000+00:00","116.351","20.522","116.364","20.522"
"2024-03-26T02:12:41.000000+00:00","116.358","20.522","116.364","20.522"
"2024-03-26T02:12:42.000000+00:00","116.374","20.522","116.364","20.522"
"2024-03-26T02:12:43.000000+00:00","116.373","20.522","116.364","20.522"
"2024-03-26T02:12:44.000000+00:00","116.366","20.522","116.364","20.522"
"2024-03-26T02:12:45.000000+00:00","116.35","20.522","116.364","20.522"
"2024-03-26T02:12:46.000000+00:00","116.352","20.522","116.364","20.522"
"2024-03-26T02:12:47.000000+00:00","116.374","20.522","116.364","20.522"
"2024-03-26T02:12:48.000000+00:00","116.374","20.522","116.364","20.522"
"2024-03-26T02:12:49.000000+00:00","116.374","20.523","116.364","20.522"
"2024-03-26T02:12:50.000000+00:00","116.352","20.522","116.364","20.522"
"2024-03-26T02:12:51.000000+00:00","116.352","20.522","116.364","20.522"
"2024-03-26T02:12:52.000000+00:00","116.357","20.522","116.364","20.522"
"2024-03-26T02:12:53.000000+00:00","116.376","20.522","116.364","20.522"
"2024-03-26T02:12:54.000000+00:00","116.377","20.522","116.364","20.522"
"2024-03-26T02:12:55.000000+00:00","116.352","20.522","116.364","20.522"
"2024-03-26T02:12:56.000000+00:00","116.355","20.523","116.364","20.522"
"2024-03-26T02:12:57.000000+00:00","116.359","20.522","116.364","20.522"
"2024-03-26T02:12:58.000000+00:00","116.376","20.522","116.364","20.522"
"2024-03-26T02:12:59.000000+00:00","116.376","20.522","116.364","20.522"
"2024-03-26T02:13:00.000000+00:00","116.355","20.522","116.364","20.522"
"2024-03-26T02:13:01.000000+00:00","116.356","20.522","116.364","20.522"
"2024-03-26T02:13:02.000000+00:00","116.355","20.522","116.364","20.522"
"2024-03-26T02:13:03.000000+00:00","116.374","20.522","116.364","20.522"
"2024-03-26T02:13:04.000000+00:00","116.375","20.522","116.364","20.522"
"2024-03-26T02:13:05.000000+00:00","116.375","20.522","116.364","20.522"
"2024-03-26T02:13:06.000000+00:00","116.358","20.522","116.364","20.522"
"2024-03-26T02:13:07.000000+00:00","116.353","20.522","116.364","20.522"
"2024-03-26T02:13:08.000000+00:00","116.353","20.522","116.364","20.522"
"2024-03-26T02:13:09.000000+00:00","116.373","20.523","116.364","20.522"
"2024-03-26T02:13:11.000000+00:00","116.373","20.522","116.364","20.522"
"2024-03-26T02:13:12.000000+00:00","116.371","20.522","116.364","20.522"
"2024-03-26T02:13:13.000000+00:00","116.368","20.522","116.364","20.522"
"2024-03-26T02:13:14.000000+00:00","116.346","20.522","116.364","20.522"
"2024-03-26T02:13:15.000000+00:00","116.368","20.522","116.364","20.522"
"2024-03-26T02:13:16.000000+00:00","116.37","20.523","116.364","20.522"
"2024-03-26T02:13:17.000000+00:00","116.359","20.522","116.364","20.522"
"2024-03-26T02:13:18.000000+00:00","116.368","20.522","116.364","20.522"
"2024-03-26T02:13:19.000000+00:00","116.368","20.522","116.364","20.522"
"2024-03-26T02:13:20.000000+00:00","116.367","20.522","116.364","20.522"
"2024-03-26T02:13:21.000000+00:00","116.367","20.522","116.364","20.522"
"2024-03-26T02:13:22.000000+00:00","116.366","20.522","116.364","20.522"
"2024-03-26T02:13:23.000000+00:00","116.366","20.522","116.364","20.522"
"2024-03-26T02:13:24.000000+00:00","116.366","20.523","116.364","20.522"
"2024-03-26T02:13:25.000000+00:00","116.357","20.522","116.364","20.522"
"2024-03-26T02:13:26.000000+00:00","116.358","20.522","116.364","20.522"
"2024-03-26T02:13:27.000000+00:00","116.353","20.522","116.364","20.522"
"2024-03-26T02:13:28.000000+00:00","116.376","20.523","116.364","20.522"
"2024-03-26T02:13:29.000000+00:00","116.374","20.523","116.364","20.522"
"2024-03-26T02:13:30.000000+00:00","116.37","20.522","116.364","20.522"
"2024-03-26T02:13:31.000000+00:00","116.336","20.521","116.364","20.522"
"2024-03-26T02:13:32.000000+00:00","116.375","20.522","116.364","20.522"
"2024-03-26T02:13:33.000000+00:00","116.361","20.522","116.364","20.522"
"2024-03-26T02:13:34.000000+00:00","116.367","20.522","116.364","20.522"
"2024-03-26T02:13:35.000000+00:00","116.369","20.522","116.364","20.522"
"2024-03-26T02:13:36.000000+00:00","116.362","20.522","116.364","20.522"
"2024-03-26T02:13:37.000000+00:00","116.363","20.522","116.364","20.522"
"2024-03-26T02:13:38.000000+00:00","116.364","20.522","116.364","20.522"
"2024-03-26T02:13:39.000000+00:00","116.364","20.522","116.364","20.522"
"2024-03-26T02:13:40.000000+00:00","116.364","20.522","116.364","20.522"
"2024-03-26T02:13:41.000000+00:00","116.364","20.522","116.364","20.522"
"2024-03-26T02:13:42.000000+00:00","116.364","20.522","116.364","20.522"
"2024-03-26T02:13:43.000000+00:00","116.364","20.522","116.364","20.522"
"2024-03-26T02:13:44.000000+00:00","116.364","20.522","116.364","20.522"
"2024-03-26T02:13:45.000000+00:00","116.364","20.522","116.364","20.522"
"2024-03-26T02:13:46.000000+00:00","116.366","20.522","116.364","20.522"
"2024-03-26T02:13:47.000000+00:00","116.365","20.522","116.364","20.522"
"2024-03-26T02:13:48.000000+00:00","116.365","20.522","116.364","20.522"
"2024-03-26T02:13:49.000000+00:00","116.365","20.522","116.364","20.522"
"2024-03-26T02:13:50.000000+00:00","116.366","20.522","116.364","20.522"
"2024-03-26T02:13:51.000000+00:00","116.366","20.522","116.364","20.522"
"2024-03-26T02:13:52.000000+00:00","116.365","20.522","116.364","20.522"
"2024-03-26T02:13:53.000000+00:00","116.365","20.522","116.364","20.522"
"2024-03-26T02:13:54.000000+00:00","116.365","20.522","116.364","20.522"
"2024-03-26T02:13:55.000000+00:00","116.366","20.522","116.364","20.522"
"2024-03-26T02:13:56.000000+00:00","116.366","20.522","116.364","20.522"
"2024-03-26T02:13:57.000000+00:00","116.361","20.522","116.364","20.522"
"2024-03-26T02:13:58.000000+00:00","116.36","20.522","116.364","20.522"
"2024-03-26T02:13:59.000000+00:00","116.361","20.522","116.364","20.522"
"2024-03-26T02:14:00.000000+00:00","116.362","20.522","116.364","20.522"
"2024-03-26T02:14:01.000000+00:00","116.361","20.522","116.364","20.522"
"2024-03-26T02:14:02.000000+00:00","116.361","20.522","116.364","20.522"
"2024-03-26T02:14:03.000000+00:00","116.361","20.522","116.364","20.522"
"2024-03-26T02:14:04.000000+00:00","116.369","20.522","116.364","20.522"
"2024-03-26T02:14:05.000000+00:00","116.371","20.522","116.364","20.522"
"2024-03-26T02:14:06.000000+00:00","116.371","20.522","116.364","20.522"
"2024-03-26T02:14:07.000000+00:00","116.37","20.522","116.364","20.522"
"2024-03-26T02:14:08.000000+00:00","116.355","20.522","116.364","20.522"
"2024-03-26T02:14:09.000000+00:00","116.356","20.522","116.364","20.522"
"2024-03-26T02:14:10.000000+00:00","116.356","20.522","116.364","20.522"
"2024-03-26T02:14:11.000000+00:00","116.369","20.522","116.364","20.522"
"2024-03-26T02:14:12.000000+00:00","116.374","20.522","116.364","20.522"
"2024-03-26T02:14:13.000000+00:00","116.374","20.522","116.364","20.522"
"2024-03-26T02:14:14.000000+00:00","116.356","20.522","116.364","20.522"
"2024-03-26T02:14:15.000000+00:00","116.355","20.522","116.364","20.522"
"2024-03-26T02:14:16.000000+00:00","116.355","20.522","116.364","20.522"
"2024-03-26T02:14:17.000000+00:00","116.364","20.522","116.364","20.522"
"2024-03-26T02:14:18.000000+00:00","116.374","20.522","116.364","20.522"
"2024-03-26T02:14:19.000000+00:00","116.374","20.522","116.364","20.522"
"2024-03-26T02:14:20.000000+00:00","116.374","20.522","116.364","20.522"
"2024-03-26T02:14:21.000000+00:00","116.353","20.522","116.364","20.522"
"2024-03-26T02:14:23.000000+00:00","116.353","20.522","116.364","20.522"
"2024-03-26T02:14:24.000000+00:00","116.359","20.522","116.364","20.522"
"2024-03-26T02:14:25.000000+00:00","116.373","20.522","116.364","20.522"
"2024-03-26T02:14:26.000000+00:00","116.372","20.522","116.364","20.522"
"2024-03-26T02:14:27.000000+00:00","116.363","20.523","116.364","20.522"
"2024-03-26T02:14:28.000000+00:00","116.335","20.522","116.364","20.522"
"2024-03-26T02:14:29.000000+00:00","116.376","20.522","116.364","20.522"
"2024-03-26T02:14:30.000000+00:00","116.366","20.522","116.364","20.522"
"2024-03-26T02:14:31.000000+00:00","116.352","20.522","116.364","20.522"
"2024-03-26T02:14:32.000000+00:00","116.372","20.522","116.364","20.522"
"2024-03-26T02:14:33.000000+00:00","116.372","20.522","116.364","20.522"
"2024-03-26T02:14:34.000000+00:00","116.373","20.522","116.364","20.522"
"2024-03-26T02:14:35.000000+00:00","116.353","20.522","116.364","20.522"
"2024-03-26T02:14:36.000000+00:00","116.353","20.522","116.364","20.522"
"2024-03-26T02:14:37.000000+00:00","116.353","20.522","116.364","20.522"
