"timestamp","actual_azimuth","actual_elevation","commanded_azimuth","commanded_elevation"
"2024-03-26T02:00:26.000000+00:00","132.39","81.308","116.364","20.522"
"2024-03-26T02:00:27.000000+00:00","129.178","79.748","116.364","20.522"
"2024-03-26T02:00:28.000000+00:00","126.166","78.282","116.364","20.522"
"2024-03-26T02:00:29.000000+00:00","123.112","76.728","116.364","20.522"
"2024-03-26T02:00:30.000000+00:00","120.619","75.174","116.364","20.522"
"2024-03-26T02:00:31.000000+00:00","118.703","73.617","116.364","20.522"
"2024-03-26T02:00:32.000000+00:00","117.369","72.061","116.364","20.522"
"2024-03-26T02:00:33.000000+00:00","116.632","70.591","116.364","20.522"
"2024-03-26T02:00:34.000000+00:00","116.378","69.035","116.364","20.522"
"2024-03-26T02:00:35.000000+00:00","116.325","67.478","116.364","20.522"
"2024-03-26T02:00:36.000000+00:00","116.38","65.922","116.364","20.522"
"2024-03-26T02:00:37.000000+00:00","116.38","65.922","116.364","20.522"
"2024-03-26T02:00:38.000000+00:00","116.376","64.366","116.364","20.522"
"2024-03-26T02:00:39.000000+00:00","116.341","62.902","116.364","20.522"
"2024-03-26T02:00:40.000000+00:00","116.352","61.343","116.364","20.522"
"2024-03-26T02:00:41.000000+00:00","116.378","59.784","116.364","20.522"
"2024-03-26T02:00:42.000000+00:00","116.366","58.224","116.364","20.522"
"2024-03-26T02:00:43.000000+00:00","116.351","56.667","116.364","20.522"
"2024-03-26T02:00:44.000000+00:00","116.351","55.206","116.364","20.522"
"2024-03-26T02:00:45.000000+00:00","116.376","53.65","116.364","20.522"
"2024-03-26T02:00:46.000000+00:00","116.377","52.095","116.364","20.522"
"2024-03-26T02:00:47.000000+00:00","116.356","50.535","116.364","20.522"
"2024-03-26T02:00:48.000000+00:00","116.354","48.976","116.364","20.522"
"2024-03-26T02:00:49.000000+00:00","116.355","47.511","116.364","20.522"
"2024-03-26T02:00:50.000000+00:00","116.37","45.954","116.364","20.522"
"2024-03-26T02:00:51.000000+00:00","116.376","44.4","116.364","20.522"
"2024-03-26T02:00:52.000000+00:00","116.375","42.844","116.364","20.522"
"2024-03-26T02:00:53.000000+00:00","116.351","41.293","116.364","20.522"
"2024-03-26T02:00:54.000000+00:00","116.351","39.826","116.364","20.522"
"2024-03-26T02:00:55.000000+00:00","116.377","38.269","116.364","20.522"
"2024-03-26T02:00:56.000000+00:00","116.376","36.704","116.364","20.522"
"2024-03-26T02:00:57.000000+00:00","116.374","35.147","116.364","20.522"
"2024-03-26T02:00:58.000000+00:00","116.351","33.591","116.364","20.522"
"2024-03-26T02:00:59.000000+00:00","116.351","32.129","116.364","20.522"
