"timestamp_posix","timestamp","power","azimuth","elevation"
"1713744194.650275","2024-04-22T00:03:14.650275+00:00","-35.11","nan","nan"
"1713744194.791792","2024-04-22T00:03:14.791792+00:00","-35.11","nan","nan"
"1713744194.937109","2024-04-22T00:03:14.937109+00:00","-35.11","nan","nan"
"1713744195.086553","2024-04-22T00:03:15.086553+00:00","-35.11","nan","nan"
"1713744195.231137","2024-04-22T00:03:15.231137+00:00","-35.11","nan","nan"
"1713744195.375109","2024-04-22T00:03:15.375109+00:00","-35.11","nan","nan"
"1713744195.514886","2024-04-22T00:03:15.514886+00:00","-35.11","nan","nan"
"1713744195.665","2024-04-22T00:03:15.665000+00:00","-35.11","nan","nan"
"1713744195.80856","2024-04-22T00:03:15.808560+00:00","-35.11","nan","nan"
"1713744195.955704","2024-04-22T00:03:15.955704+00:00","-35.11","nan","nan"
"1713744196.104652","2024-04-22T00:03:16.104652+00:00","-35.11","nan","nan"
"1713744196.249666","2024-04-22T00:03:16.249666+00:00","-35.11","nan","nan"
"1713744196.390014","2024-04-22T00:03:16.390014+00:00","-35.11","nan","nan"
"1713744196.540505","2024-04-22T00:03:16.540505+00:00","-35.11","nan","nan"
"1713744196.685767","2024-04-22T00:03:16.685767+00:00","-35.11","nan","nan"
"1713744196.830453","2024-04-22T00:03:16.830453+00:00","-35.11","nan","nan"
"1713744196.974207","2024-04-22T00:03:16.974207+00:00","-35.11","nan","nan"
"1713744197.11514","2024-04-22T00:03:17.115140+00:00","-35.11","nan","nan"
"1713744197.267514","2024-04-22T00:03:17.267514+00:00","-35.11","nan","nan"
"1713744197.409165","2024-04-22T00:03:17.409165+00:00","-35.11","nan","nan"
"1713744197.557154","2024-04-22T00:03:17.557154+00:00","-35.11","nan","nan"
"1713744197.697566","2024-04-22T00:03:17.697566+00:00","-35.11","nan","nan"
"1713744197.840724","2024-04-22T00:03:17.840724+00:00","-35.11","nan","nan"
"1713744197.992376","2024-04-22T00:03:17.992376+00:00","-35.11","nan","nan"
"1713744198.137296","2024-04-22T00:03:18.137296+00:00","-35.11","nan","nan"
"1713744198.280749","2024-04-22T00:03:18.280749+00:00","-35.11","nan","nan"
"1713744198.431112","2024-04-22T00:03:18.431112+00:00","-35.11","nan","nan"
"1713744198.572686","2024-04-22T00:03:18.572686+00:00","-35.11","nan","nan"
"1713744198.72246","2024-04-22T00:03:18.722460+00:00","-35.11","nan","nan"
"1713744198.865111","2024-04-22T00:03:18.865111+00:00","-35.11","nan","nan"
"1713744199.006111","2024-04-22T00:03:19.006111+00:00","-35.11","nan","nan"
"1713744199.157891","2024-04-22T00:03:19.157891+00:00","-35.11","nan","nan"
"1713744199.300917","2024-04-22T00:03:19.300917+00:00","-35.11","nan","nan"
"1713744199.447846","2024-04-22T00:03:19.447846+00:00","-35.11","nan","nan"
"1713744199.588926","2024-04-22T00:03:19.588926+00:00","-35.11","nan","nan"
"1713744199.738653","2024-04-22T00:03:19.738653+00:00","-35.11","nan","nan"
"1713744199.881811","2024-04-22T00:03:19.881811+00:00","-35.11","nan","nan"
"1713744200.022292","2024-04-22T00:03:20.022292+00:00","-35.11","nan","nan"
"1713744200.171771","2024-04-22T00:03:20.171771+00:00","-35.11","nan","nan"
"1713744200.320944","2024-04-22T00:03:20.320944+00:00","-35.11","nan","nan"
"1713744200.461106","2024-04-22T00:03:20.461106+00:00","-35.11","nan","nan"
"1713744200.611893","2024-04-22T00:03:20.611893+00:00","-35.11","nan","nan"
"1713744200.755312","2024-04-22T00:03:20.755312+00:00","-35.11","nan","nan"
"1713744200.89651","2024-04-22T00:03:20.896510+00:00","-35.11","nan","nan"
"1713744201.048328","2024-04-22T00:03:21.048328+00:00","-35.11","nan","nan"
"1713744201.190553","2024-04-22T00:03:21.190553+00:00","-35.11","nan","nan"
"1713744201.336284","2024-04-22T00:03:21.336284+00:00","-35.11","nan","nan"
"1713744201.482361","2024-04-22T00:03:21.482361+00:00","-35.11","nan","nan"
"1713744201.624438","2024-04-22T00:03:21.624438+00:00","-35.11","nan","nan"
"1713744201.775495","2024-04-22T00:03:21.775495+00:00","-35.11","nan","nan"
"1713744201.919331","2024-04-22T00:03:21.919331+00:00","-35.11","nan","nan"
"1713744202.065963","2024-04-22T00:03:22.065963+00:00","-35.11","nan","nan"
"1713744202.209075","2024-04-22T00:03:22.209075+00:00","-35.11","nan","nan"
"1713744202.350251","2024-04-22T00:03:22.350251+00:00","-35.11","nan","nan"
"1713744202.495512","2024-04-22T00:03:22.495512+00:00","-35.11","nan","nan"
"1713744202.647393","2024-04-22T00:03:22.647393+00:00","-35.11","nan","nan"
"1713744202.787524","2024-04-22T00:03:22.787524+00:00","-35.11","nan","nan"
"1713744202.933075","2024-04-22T00:03:22.933075+00:00","-35.11","nan","nan"
"1713744203.075031","2024-04-22T00:03:23.075031+00:00","-35.11","nan","nan"
"1713744203.228162","2024-04-22T00:03:23.228162+00:00","-35.11","nan","nan"
"1713744203.367627","2024-04-22T00:03:23.367627+00:00","-35.11","nan","nan"
"1713744203.518404","2024-04-22T00:03:23.518404+00:00","-35.11","nan","nan"
"1713744203.663877","2024-04-22T00:03:23.663877+00:00","-35.11","nan","nan"
"1713744203.808105","2024-04-22T00:03:23.808105+00:00","-35.11","nan","nan"
"1713744203.950527","2024-04-22T00:03:23.950527+00:00","-35.11","nan","nan"
"1713744204.102071","2024-04-22T00:03:24.102071+00:00","-35.11","nan","nan"
"1713744204.247212","2024-04-22T00:03:24.247212+00:00","-35.11","nan","nan"
"1713744204.389368","2024-04-22T00:03:24.389368+00:00","-35.11","nan","nan"
"1713744204.533582","2024-04-22T00:03:24.533582+00:00","-35.12","nan","nan"
"1713744204.682454","2024-04-22T00:03:24.682454+00:00","-35.11","nan","nan"
"1713744204.82398","2024-04-22T00:03:24.823980+00:00","-35.11","nan","nan"
"1713744204.973819","2024-04-22T00:03:24.973819+00:00","-35.11","nan","nan"
"1713744205.11436","2024-04-22T00:03:25.114360+00:00","-35.11","nan","nan"
"1713744205.26507","2024-04-22T00:03:25.265070+00:00","-35.11","nan","nan"
"1713744205.409715","2024-04-22T00:03:25.409715+00:00","-35.11","nan","nan"
"1713744205.554623","2024-04-22T00:03:25.554623+00:00","-35.11","nan","nan"
"1713744205.698273","2024-04-22T00:03:25.698273+00:00","-35.11","nan","nan"
"1713744205.838777","2024-04-22T00:03:25.838777+00:00","-35.11","nan","nan"
"1713744205.990126","2024-04-22T00:03:25.990126+00:00","-35.11","nan","nan"
"1713744206.131264","2024-04-22T00:03:26.131264+00:00","-35.11","nan","nan"
"1713744206.281497","2024-04-22T00:03:26.281497+00:00","-35.11","nan","nan"
"1713744206.421147","2024-04-22T00:03:26.421147+00:00","-35.11","nan","nan"
"1713744206.572617","2024-04-22T00:03:26.572617+00:00","-35.11","nan","nan"
"1713744206.715394","2024-04-22T00:03:26.715394+00:00","-35.11","nan","nan"
"1713744206.862611","2024-04-22T00:03:26.862611+00:00","-35.11","nan","nan"
"1713744207.009201","2024-04-22T00:03:27.009201+00:00","-35.11","nan","nan"
"1713744207.154252","2024-04-22T00:03:27.154252+00:00","-35.11","nan","nan"
"1713744207.296067","2024-04-22T00:03:27.296067+00:00","-35.11","nan","nan"
"1713744207.444696","2024-04-22T00:03:27.444696+00:00","-35.11","nan","nan"
"1713744207.591356","2024-04-22T00:03:27.591356+00:00","-35.11","nan","nan"
"1713744207.729714","2024-04-22T00:03:27.729714+00:00","-35.11","nan","nan"
"1713744207.88083","2024-04-22T00:03:27.880830+00:00","-35.11","nan","nan"
"1713744208.027104","2024-04-22T00:03:28.027104+00:00","-35.11","nan","nan"
"1713744208.172807","2024-04-22T00:03:28.172807+00:00","-35.11","nan","nan"
"1713744208.318096","2024-04-22T00:03:28.318096+00:00","-35.11","nan","nan"
"1713744208.463434","2024-04-22T00:03:28.463434+00:00","-35.11","nan","nan"
"1713744208.602583","2024-04-22T00:03:28.602583+00:00","-35.11","nan","nan"
"1713744208.753739","2024-04-22T00:03:28.753739+00:00","-35.11","nan","nan"
"1713744208.894878","2024-04-22T00:03:28.894878+00:00","-35.11","nan","nan"
"1713744209.04089","2024-04-22T00:03:29.040890+00:00","-35.11","nan","nan"
"1713744209.18424","2024-04-22T00:03:29.184240+00:00","-35.11","nan","nan"
"1713744209.335194","2024-04-22T00:03:29.335194+00:00","-35.11","nan","nan"
"1713744209.481195","2024-04-22T00:03:29.481195+00:00","-35.11","nan","nan"
"1713744209.617385","2024-04-22T00:03:29.617385+00:00","-35.11","nan","nan"
"1713744209.7712","2024-04-22T00:03:29.771200+00:00","-35.11","nan","nan"
"1713744209.917545","2024-04-22T00:03:29.917545+00:00","-35.11","nan","nan"
"1713744210.062419","2024-04-22T00:03:30.062419+00:00","-35.11","nan","nan"
"1713744210.201872","2024-04-22T00:03:30.201872+00:00","-35.11","nan","nan"
"1713744210.353309","2024-04-22T00:03:30.353309+00:00","-35.11","nan","nan"
"1713744210.499008","2024-04-22T00:03:30.499008+00:00","-35.11","nan","nan"
"1713744210.640797","2024-04-22T00:03:30.640797+00:00","-35.11","nan","nan"
"1713744210.790533","2024-04-22T00:03:30.790533+00:00","-35.11","nan","nan"
"1713744210.935844","2024-04-22T00:03:30.935844+00:00","-35.11","nan","nan"
"1713744211.076099","2024-04-22T00:03:31.076099+00:00","-35.11","nan","nan"
"1713744211.225202","2024-04-22T00:03:31.225202+00:00","-35.11","nan","nan"
"1713744211.370967","2024-04-22T00:03:31.370967+00:00","-35.11","nan","nan"
"1713744211.512744","2024-04-22T00:03:31.512744+00:00","-35.11","nan","nan"
"1713744211.661768","2024-04-22T00:03:31.661768+00:00","-35.11","nan","nan"
"1713744211.807448","2024-04-22T00:03:31.807448+00:00","-35.11","nan","nan"
"1713744211.950369","2024-04-22T00:03:31.950369+00:00","-35.11","nan","nan"
"1713744212.098069","2024-04-22T00:03:32.098069+00:00","-35.11","nan","nan"
"1713744212.236116","2024-04-22T00:03:32.236116+00:00","-35.12","nan","nan"
"1713744212.380748","2024-04-22T00:03:32.380748+00:00","-35.11","nan","nan"
"1713744212.534577","2024-04-22T00:03:32.534577+00:00","-35.11","nan","nan"
"1713744212.680369","2024-04-22T00:03:32.680369+00:00","-35.11","nan","nan"
"1713744212.824965","2024-04-22T00:03:32.824965+00:00","-35.12","nan","nan"
"1713744212.962769","2024-04-22T00:03:32.962769+00:00","-35.11","nan","nan"
"1713744213.116806","2024-04-22T00:03:33.116806+00:00","-35.11","nan","nan"
"1713744213.261558","2024-04-22T00:03:33.261558+00:00","-35.11","nan","nan"
"1713744213.405491","2024-04-22T00:03:33.405491+00:00","-35.11","nan","nan"
"1713744213.552337","2024-04-22T00:03:33.552337+00:00","-35.11","nan","nan"
"1713744213.688708","2024-04-22T00:03:33.688708+00:00","-35.11","nan","nan"
"1713744213.841423","2024-04-22T00:03:33.841423+00:00","-35.11","nan","nan"
"1713744213.987941","2024-04-22T00:03:33.987941+00:00","-35.11","nan","nan"
"1713744214.13439","2024-04-22T00:03:34.134390+00:00","-35.11","nan","nan"
"1713744214.280041","2024-04-22T00:03:34.280041+00:00","-35.11","nan","nan"
"1713744214.42292","2024-04-22T00:03:34.422920+00:00","-35.11","nan","nan"
"1713744214.563795","2024-04-22T00:03:34.563795+00:00","-35.11","nan","nan"
"1713744214.715582","2024-04-22T00:03:34.715582+00:00","-35.11","nan","nan"
"1713744214.860712","2024-04-22T00:03:34.860712+00:00","-35.11","nan","nan"
"1713744215.005935","2024-04-22T00:03:35.005935+00:00","-35.12","nan","nan"
"1713744215.142907","2024-04-22T00:03:35.142907+00:00","-35.12","nan","nan"
"1713744215.295181","2024-04-22T00:03:35.295181+00:00","-35.11","nan","nan"
"1713744215.436516","2024-04-22T00:03:35.436516+00:00","-35.11","nan","nan"
"1713744215.587667","2024-04-22T00:03:35.587667+00:00","-35.11","nan","nan"
"1713744215.727029","2024-04-22T00:03:35.727029+00:00","-35.11","nan","nan"
"1713744215.879021","2024-04-22T00:03:35.879021+00:00","-35.11","nan","nan"
"1713744216.01734","2024-04-22T00:03:36.017340+00:00","-35.12","nan","nan"
"1713744216.170549","2024-04-22T00:03:36.170549+00:00","-35.12","nan","nan"
"1713744216.314999","2024-04-22T00:03:36.314999+00:00","-35.12","nan","nan"
"1713744216.452547","2024-04-22T00:03:36.452547+00:00","-35.12","nan","nan"
"1713744216.604518","2024-04-22T00:03:36.604518+00:00","-35.11","nan","nan"
"1713744216.748744","2024-04-22T00:03:36.748744+00:00","-35.12","nan","nan"
"1713744216.896125","2024-04-22T00:03:36.896125+00:00","-35.11","nan","nan"
"1713744217.035453","2024-04-22T00:03:37.035453+00:00","-35.11","nan","nan"
"1713744217.186025","2024-04-22T00:03:37.186025+00:00","-35.11","nan","nan"
"1713744217.33153","2024-04-22T00:03:37.331530+00:00","-35.12","nan","nan"
"1713744217.477722","2024-04-22T00:03:37.477722+00:00","-35.12","nan","nan"
"1713744217.620163","2024-04-22T00:03:37.620163+00:00","-35.11","nan","nan"
"1713744217.769293","2024-04-22T00:03:37.769293+00:00","-35.11","nan","nan"
"1713744217.912551","2024-04-22T00:03:37.912551+00:00","-35.12","nan","nan"
"1713744218.053459","2024-04-22T00:03:38.053459+00:00","-35.11","nan","nan"
"1713744218.203364","2024-04-22T00:03:38.203364+00:00","-35.11","nan","nan"
"1713744218.350608","2024-04-22T00:03:38.350608+00:00","-35.11","nan","nan"
"1713744218.495598","2024-04-22T00:03:38.495598+00:00","-35.12","nan","nan"
"1713744218.641919","2024-04-22T00:03:38.641919+00:00","-35.12","nan","nan"
"1713744218.786071","2024-04-22T00:03:38.786071+00:00","-35.12","nan","nan"
"1713744218.925856","2024-04-22T00:03:38.925856+00:00","-35.11","nan","nan"
"1713744219.077516","2024-04-22T00:03:39.077516+00:00","-35.12","nan","nan"
"1713744219.221102","2024-04-22T00:03:39.221102+00:00","-35.12","nan","nan"
"1713744219.366472","2024-04-22T00:03:39.366472+00:00","-35.12","nan","nan"
"1713744219.512161","2024-04-22T00:03:39.512161+00:00","-35.11","nan","nan"
"1713744219.65913","2024-04-22T00:03:39.659130+00:00","-35.12","nan","nan"
"1713744219.801147","2024-04-22T00:03:39.801147+00:00","-35.12","nan","nan"
"1713744219.950215","2024-04-22T00:03:39.950215+00:00","-35.12","nan","nan"
"1713744220.094561","2024-04-22T00:03:40.094561+00:00","-35.12","nan","nan"
"1713744220.238594","2024-04-22T00:03:40.238594+00:00","-35.12","nan","nan"
"1713744220.382748","2024-04-22T00:03:40.382748+00:00","-35.11","nan","nan"
"1713744220.531934","2024-04-22T00:03:40.531934+00:00","-35.11","nan","nan"
"1713744220.677555","2024-04-22T00:03:40.677555+00:00","-35.11","nan","nan"
"1713744220.813538","2024-04-22T00:03:40.813538+00:00","-35.11","nan","nan"
"1713744220.967314","2024-04-22T00:03:40.967314+00:00","-35.11","nan","nan"
"1713744221.113993","2024-04-22T00:03:41.113993+00:00","-35.12","nan","nan"
"1713744221.258937","2024-04-22T00:03:41.258937+00:00","-35.11","nan","nan"
"1713744221.403631","2024-04-22T00:03:41.403631+00:00","-35.12","nan","nan"
"1713744221.546763","2024-04-22T00:03:41.546763+00:00","-35.11","nan","nan"
"1713744221.690738","2024-04-22T00:03:41.690738+00:00","-35.11","nan","nan"
"1713744221.839995","2024-04-22T00:03:41.839995+00:00","-35.11","nan","nan"
"1713744221.986391","2024-04-22T00:03:41.986391+00:00","-35.12","nan","nan"
"1713744222.130636","2024-04-22T00:03:42.130636+00:00","-35.11","nan","nan"
"1713744222.272177","2024-04-22T00:03:42.272177+00:00","-35.11","nan","nan"
"1713744222.421374","2024-04-22T00:03:42.421374+00:00","-35.11","nan","nan"
