"power","timestamp_float","timestamp_dt","elevation","azimuth"
"-49.67","1707262747.582076","2024-02-06T18:39:07.582076+00:00","",""
"-49.67","1707262747.730253","2024-02-06T18:39:07.730253+00:00","",""
"-49.67","1707262747.874489","2024-02-06T18:39:07.874489+00:00","",""
"-49.66","1707262748.014731","2024-02-06T18:39:08.014731+00:00","",""
"-49.66","1707262748.165737","2024-02-06T18:39:08.165737+00:00","",""
"-49.66","1707262748.304983","2024-02-06T18:39:08.304983+00:00","",""
"-49.66","1707262748.455438","2024-02-06T18:39:08.455438+00:00","",""
"-49.66","1707262748.597396","2024-02-06T18:39:08.597396+00:00","",""
"-49.66","1707262748.743265","2024-02-06T18:39:08.743265+00:00","",""
"-49.66","1707262748.88994","2024-02-06T18:39:08.889940+00:00","",""
"-49.66","1707262749.03066","2024-02-06T18:39:09.030660+00:00","",""
"-49.66","1707262749.17844","2024-02-06T18:39:09.178440+00:00","",""
"-49.66","1707262749.321773","2024-02-06T18:39:09.321773+00:00","",""
"-49.65","1707262749.467235","2024-02-06T18:39:09.467235+00:00","",""
"-49.65","1707262749.612329","2024-02-06T18:39:09.612329+00:00","",""
"-49.65","1707262749.752571","2024-02-06T18:39:09.752571+00:00","",""
"-49.65","1707262749.902668","2024-02-06T18:39:09.902668+00:00","",""
"-49.65","1707262750.048674","2024-02-06T18:39:10.048674+00:00","",""
"-49.65","1707262750.185851","2024-02-06T18:39:10.185851+00:00","",""
"-49.65","1707262750.337227","2024-02-06T18:39:10.337227+00:00","",""
"-49.65","1707262750.478908","2024-02-06T18:39:10.478908+00:00","",""
"-49.65","1707262750.618703","2024-02-06T18:39:10.618703+00:00","",""
"-49.65","1707262750.769928","2024-02-06T18:39:10.769928+00:00","",""
"-49.65","1707262750.911949","2024-02-06T18:39:10.911949+00:00","",""
"-49.65","1707262751.061149","2024-02-06T18:39:11.061149+00:00","",""
