timestamp_posix,timestamp,power,azimuth,elevation,elapsed_time
1711418459.804499,2024-03-26 02:00:59.804499+00:00,-40.63,116.3727214705944,30.87800419354439,4.642179012298584
1711418459.949953,2024-03-26 02:00:59.949953+00:00,-40.63,116.37664873313904,30.65182296180725,4.787633180618286
1711418460.093964,2024-03-26 02:01:00.093964+00:00,-40.63,116.37790603590012,30.427697896480563,4.9316442012786865
1711418460.231388,2024-03-26 02:01:00.231388+00:00,-40.63,116.37776861190795,30.21372874069214,5.069068193435669
1711418460.384611,2024-03-26 02:01:00.384611+00:00,-40.64,116.37761538910866,29.97516084218025,5.222290992736816
1711418460.527683,2024-03-26 02:01:00.527683+00:00,-40.64,116.37747231698036,29.752397538423537,5.365363121032715
1711418460.675678,2024-03-26 02:01:00.675678+00:00,-40.63,116.37732432198524,29.52196933102608,5.513358116149902
1711418460.820372,2024-03-26 02:01:00.820372+00:00,-40.64,116.37717962789534,29.296680633068085,5.658052206039429
1711418460.964477,2024-03-26 02:01:00.964477+00:00,-40.65,116.37703552293776,29.072309214115144,5.802157163619995
1711418461.107814,2024-03-26 02:01:01.107814+00:00,-40.63,116.37602967333792,28.84934911561012,5.945494174957275
1711418461.254344,2024-03-26 02:01:01.254344+00:00,-40.63,116.3747109041214,28.62149510097504,6.092024087905884
1711418461.40064,2024-03-26 02:01:01.400640+00:00,-40.63,116.3733942399025,28.39400478315353,6.2383201122283936
1711418461.539396,2024-03-26 02:01:01.539396+00:00,-40.63,116.37214543557168,28.178239145994187,6.377076148986816
1711418461.686187,2024-03-26 02:01:01.686187+00:00,-40.64,116.37082431674004,27.949979170084,6.523867130279541
1711418461.836212,2024-03-26 02:01:01.836212+00:00,-40.63,116.36947409272192,27.71669046473503,6.673892021179199
1711418461.975895,2024-03-26 02:01:01.975895+00:00,-40.63,116.3682169456482,27.499483386993408,6.813575029373169
1711418462.120459,2024-03-26 02:01:02.120459+00:00,-40.63,116.3663135728836,27.273963376522065,6.958139181137085
1711418462.262671,2024-03-26 02:01:02.262671+00:00,-40.63,116.36432260608672,27.051970578670502,7.100351095199585
1711418462.413689,2024-03-26 02:01:02.413689+00:00,-40.63,116.3622083554268,26.8162316300869,7.251368999481201
1711418462.560791,2024-03-26 02:01:02.560791+00:00,-40.64,116.36014892578125,26.58660522460937,7.398471117019653
1711418462.704288,2024-03-26 02:01:02.704288+00:00,-40.64,116.3581399679184,26.362606422901152,7.541968107223511
1711418462.850976,2024-03-26 02:01:02.850976+00:00,-40.62,116.35608633613586,26.133626479148862,7.6886560916900635
1711418462.995215,2024-03-26 02:01:02.995215+00:00,-40.62,116.35406699085236,25.908469480037688,7.832895040512085
1711418463.138517,2024-03-26 02:01:03.138517+00:00,-40.64,116.35386148309708,25.70042752456665,7.976197004318237
1711418463.278327,2024-03-26 02:01:03.278327+00:00,-40.64,116.35372167301178,25.49798252105713,8.116007089614868
1711418463.42554,2024-03-26 02:01:03.425540+00:00,-40.64,116.3535744600296,25.28481812286377,8.263220071792603
1711418463.575363,2024-03-26 02:01:03.575363+00:00,-40.62,116.35342463707924,25.067874490737918,8.413043022155762
1711418463.720373,2024-03-26 02:01:03.720373+00:00,-40.62,116.35327962708472,24.857900018692018,8.558053016662598
1711418463.864186,2024-03-26 02:01:03.864186+00:00,-40.63,116.35313581395148,24.649658601760866,8.701866149902344
1711418464.011124,2024-03-26 02:01:04.011124+00:00,-40.63,116.35312236285208,24.43820521879196,8.848803997039795
1711418464.155007,2024-03-26 02:01:04.155007+00:00,-40.64,116.3547050757408,24.24684084224701,8.992686986923218
1711418464.297742,2024-03-26 02:01:04.297742+00:00,-40.63,116.3562751607895,24.05700328636169,9.135421991348267
1711418464.442979,2024-03-26 02:01:04.442979+00:00,-40.63,116.35787277007104,23.86383780050278,9.280659198760986
1711418464.590183,2024-03-26 02:01:04.590183+00:00,-40.63,116.359492013216,23.668056583881377,9.427863121032715
1711418464.736174,2024-03-26 02:01:04.736174+00:00,-40.63,116.36109791517258,23.473888438224797,9.573854207992554
1711418464.87585,2024-03-26 02:01:04.875850+00:00,-40.63,116.36263434958458,23.28811955022812,9.71353006362915
1711418465.025437,2024-03-26 02:01:05.025437+00:00,-40.63,116.364,23.123,9.863117218017578
1711418465.170318,2024-03-26 02:01:05.170318+00:00,-40.64,116.364,23.123,10.007997989654541
1711418465.316167,2024-03-26 02:01:05.316167+00:00,-40.63,116.364,23.123,10.153847217559814
1711418465.461078,2024-03-26 02:01:05.461078+00:00,-40.62,116.364,23.123,10.298758029937744
1711418465.604006,2024-03-26 02:01:05.604006+00:00,-40.62,116.364,23.123,10.441686153411865
1711418465.745666,2024-03-26 02:01:05.745666+00:00,-40.61,116.364,23.123,10.583346128463745
1711418465.894927,2024-03-26 02:01:05.894927+00:00,-40.57,116.364,23.123,10.732607126235962
1711418466.035304,2024-03-26 02:01:06.035304+00:00,-40.59,116.364,23.123,10.872984170913696
1711418466.181086,2024-03-26 02:01:06.181086+00:00,-40.61,116.364,23.123,11.018766164779663
1711418466.32546,2024-03-26 02:01:06.325460+00:00,-40.61,116.364,23.123,11.163140058517456
1711418466.471005,2024-03-26 02:01:06.471005+00:00,-40.61,116.364,23.123,11.308685064315796
1711418466.621319,2024-03-26 02:01:06.621319+00:00,-40.61,116.364,23.123,11.458999156951904
1711418466.764565,2024-03-26 02:01:06.764565+00:00,-40.61,116.364,23.123,11.602245092391968
1711418466.911472,2024-03-26 02:01:06.911472+00:00,-40.62,116.364,23.123,11.749152183532715
1711418467.056721,2024-03-26 02:01:07.056721+00:00,-40.63,116.3647373726368,23.06315937447548,11.89440107345581
1711418467.201683,2024-03-26 02:01:07.201683+00:00,-40.62,116.36662187957764,22.91022438812256,12.039363145828247
1711418467.346246,2024-03-26 02:01:07.346246+00:00,-40.61,116.36850119805337,22.757710465669632,12.183926105499268
1711418467.491379,2024-03-26 02:01:07.491379+00:00,-40.61,116.37038792729378,22.60459513115883,12.32905912399292
1711418467.629883,2024-03-26 02:01:07.629883+00:00,-40.61,116.37218847966194,22.4584733812809,12.467563152313232
1711418467.772965,2024-03-26 02:01:07.772965+00:00,-40.59,116.37404854440688,22.30752197313309,12.610645055770874
1711418467.923661,2024-03-26 02:01:07.923661+00:00,-40.53,116.37600759291648,22.148537651777268,12.761341094970703
1711418468.072443,2024-03-26 02:01:08.072443+00:00,-40.43,116.37692755699156,22.01113223838806,12.910123109817505
1711418468.216736,2024-03-26 02:01:08.216736+00:00,-40.33,116.37678326392174,21.897862178564072,13.054416179656982
1711418468.362416,2024-03-26 02:01:08.362416+00:00,-40.38,116.37663758397102,21.783503417253492,13.200096130371094
1711418468.504889,2024-03-26 02:01:08.504889+00:00,-40.51,116.3764951109886,21.6716621260643,13.34256911277771
1711418468.652739,2024-03-26 02:01:08.652739+00:00,-40.58,116.376347260952,21.555599847316746,13.490419149398804
1711418468.788917,2024-03-26 02:01:08.788917+00:00,-40.59,116.37621108293534,21.448700104236604,13.626597166061401
1711418468.938588,2024-03-26 02:01:08.938588+00:00,-40.57,116.37606141209602,21.33120849537849,13.776268005371094
1711418469.082316,2024-03-26 02:01:09.082316+00:00,-40.57,116.37410673379898,21.240278036594397,13.9199960231781
1711418469.223709,2024-03-26 02:01:09.223709+00:00,-40.56,116.37085469055177,21.16689497375488,14.061389207839966
1711418469.373128,2024-03-26 02:01:09.373128+00:00,-40.54,116.36741805744172,21.089346600532533,14.210808038711548
1711418469.523113,2024-03-26 02:01:09.523113+00:00,-40.51,116.3639684007168,21.011504346609115,14.360793113708496
1711418469.666183,2024-03-26 02:01:09.666183+00:00,-40.51,116.36067779111862,20.937251025676726,14.503863096237183
1711418469.805271,2024-03-26 02:01:09.805271+00:00,-40.5,116.35747876906396,20.86506439757347,14.642951011657715
1711418469.955947,2024-03-26 02:01:09.955947+00:00,-40.51,116.35401322078704,20.786863547325133,14.7936270236969
1711418470.10337,2024-03-26 02:01:10.103370+00:00,-40.56,116.353,20.764,14.941050052642822
1711418470.248109,2024-03-26 02:01:10.248109+00:00,-40.59,116.353,20.764,15.085789203643799
1711418470.386133,2024-03-26 02:01:10.386133+00:00,-40.58,116.353,20.764,15.2238130569458
1711418470.5374,2024-03-26 02:01:10.537400+00:00,-40.57,116.353,20.764,15.375080108642578
1711418470.679467,2024-03-26 02:01:10.679467+00:00,-40.58,116.353,20.764,15.517147064208984
1711418470.825023,2024-03-26 02:01:10.825023+00:00,-40.58,116.353,20.764,15.662703037261963
1711418470.971932,2024-03-26 02:01:10.971932+00:00,-40.51,116.353,20.764,15.809612035751343
1711418471.113466,2024-03-26 02:01:11.113466+00:00,-40.41,116.35572318458556,20.73461229968071,15.951146125793457
1711418471.259023,2024-03-26 02:01:11.259023+00:00,-40.41,116.359216550827,20.69691305565834,16.096703052520752
1711418471.407322,2024-03-26 02:01:11.407322+00:00,-40.48,116.36277572631836,20.658503620147705,16.245002031326294
1711418471.551991,2024-03-26 02:01:11.551991+00:00,-40.55,116.36624778366088,20.621034334659576,16.389671087265015
1711418471.696077,2024-03-26 02:01:11.696077+00:00,-40.58,116.3697058506012,20.583716028928755,16.533757209777832
1711418471.835489,2024-03-26 02:01:11.835489+00:00,-40.59,116.37305173683166,20.547608340024947,16.673169136047363
1711418471.986891,2024-03-26 02:01:11.986891+00:00,-40.58,116.37668538475036,20.508395222902298,16.824571132659912
1711418472.133892,2024-03-26 02:01:12.133892+00:00,-40.56,116.377,20.505803352355954,16.971572160720825
1711418472.279664,2024-03-26 02:01:12.279664+00:00,-40.55,116.377,20.50667798423767,17.11734414100647
1711418472.418806,2024-03-26 02:01:12.418806+00:00,-40.57,116.377,20.507512836456296,17.256486177444458
1711418472.570047,2024-03-26 02:01:12.570047+00:00,-40.58,116.377,20.508420281410217,17.407727003097534
1711418472.712423,2024-03-26 02:01:12.712423+00:00,-40.57,116.377,20.509274538517,17.550103187561035
1711418472.856005,2024-03-26 02:01:12.856005+00:00,-40.53,116.377,20.510136029720307,17.693685054779053
1711418473.004224,2024-03-26 02:01:13.004224+00:00,-40.51,116.37691551876068,20.511016896247863,17.841904163360596
1711418473.149124,2024-03-26 02:01:13.149124+00:00,-40.53,116.3740175218582,20.51159649562836,17.986804008483887
1711418473.286268,2024-03-26 02:01:13.286268+00:00,-40.56,116.37127464008331,20.512145071983337,18.123948097229004
1711418473.436211,2024-03-26 02:01:13.436211+00:00,-40.57,116.36827577781676,20.512744844436646,18.27389121055603
1711418473.584925,2024-03-26 02:01:13.584925+00:00,-40.57,116.3653015012741,20.513339699745178,18.42260503768921
1711418473.726246,2024-03-26 02:01:13.726246+00:00,-40.57,116.36247507762909,20.513904984474184,18.563926219940186
1711418473.875181,2024-03-26 02:01:13.875181+00:00,-40.57,116.35949638080596,20.514500723838808,18.71286106109619
1711418474.016325,2024-03-26 02:01:14.016325+00:00,-40.57,116.35685307502746,20.515048974990844,18.854005098342896
1711418474.164374,2024-03-26 02:01:14.164374+00:00,-40.56,116.35552063298223,20.51549312233925,19.00205421447754
1711418474.309241,2024-03-26 02:01:14.309241+00:00,-40.56,116.35421683049202,20.515927723169327,19.146921157836914
1711418474.451501,2024-03-26 02:01:14.451501+00:00,-40.55,116.35293649196625,20.51635450267792,19.289180994033813
1711418474.600252,2024-03-26 02:01:14.600252+00:00,-40.56,116.35159773278237,20.51680075573921,19.437932014465332
1711418474.742401,2024-03-26 02:01:14.742401+00:00,-40.57,116.35031839203836,20.517227202653885,19.58008098602295
1711418474.881064,2024-03-26 02:01:14.881064+00:00,-40.56,116.34907042455671,20.51764319181442,19.718744039535522
1711418475.035168,2024-03-26 02:01:15.035168+00:00,-40.56,116.34891436624528,20.518070335865023,19.87284803390503
1711418475.179303,2024-03-26 02:01:15.179303+00:00,-40.53,116.35266187620162,20.518358605861664,20.016983032226562
1711418475.324772,2024-03-26 02:01:15.324772+00:00,-40.55,116.35644406890869,20.51864954376221,20.16245198249817
1711418475.469589,2024-03-26 02:01:15.469589+00:00,-40.56,116.36020931386948,20.51893917798996,20.30726909637451
1711418475.61309,2024-03-26 02:01:15.613090+00:00,-40.55,116.36394034099578,20.5192261800766,20.450770139694214
1711418475.760531,2024-03-26 02:01:15.760531+00:00,-40.55,116.3677738046646,20.51952106189728,20.59821105003357
1711418475.903382,2024-03-26 02:01:15.903382+00:00,-40.54,116.3714879336357,20.519806764125825,20.74106216430664
1711418476.047688,2024-03-26 02:01:16.047688+00:00,-40.55,116.37409537601472,20.52,20.88536810874939
1711418476.191331,2024-03-26 02:01:16.191331+00:00,-40.54,116.37438266181944,20.52,21.029011011123657
1711418476.337233,2024-03-26 02:01:16.337233+00:00,-40.55,116.37467446613311,20.52,21.17491316795349
1711418476.485909,2024-03-26 02:01:16.485909+00:00,-40.54,116.37497181797028,20.52,21.323589086532593
1711418476.622402,2024-03-26 02:01:16.622402+00:00,-40.54,116.37524480390547,20.52,21.460082054138184
1711418476.771436,2024-03-26 02:01:16.771436+00:00,-40.56,116.37554287195206,20.52,21.609116077423096
1711418476.914161,2024-03-26 02:01:16.914161+00:00,-40.55,116.37582832193377,20.52,21.751841068267822
1711418477.063347,2024-03-26 02:01:17.063347+00:00,-40.56,116.37587330579758,20.52006334710121,21.9010272026062
1711418477.206683,2024-03-26 02:01:17.206683+00:00,-40.55,116.37558663415908,20.520206682920456,22.044363021850586
1711418477.355846,2024-03-26 02:01:17.355846+00:00,-40.55,116.37528830814362,20.520355845928197,22.193526029586792
1711418477.497671,2024-03-26 02:01:17.497671+00:00,-40.56,116.3750046582222,20.5204976708889,22.33535099029541
1711418477.645567,2024-03-26 02:01:17.645567+00:00,-40.56,116.37470886611938,20.520645566940303,22.48324704170227
1711418477.787749,2024-03-26 02:01:17.787749+00:00,-40.56,116.3744245018959,20.520787749052047,22.625429153442383
1711418477.928278,2024-03-26 02:01:17.928278+00:00,-40.56,116.37414344406127,20.52092827796936,22.765958070755005
1711418478.077537,2024-03-26 02:01:18.077537+00:00,-40.56,116.3725267958641,20.521077537059785,22.91521716117859
1711418478.225251,2024-03-26 02:01:18.225251+00:00,-40.56,116.36972023177148,20.5212252509594,23.062931060791016
1711418478.372592,2024-03-26 02:01:18.372592+00:00,-40.55,116.36692075252532,20.52137259197235,23.210272073745728
1711418478.5165,2024-03-26 02:01:18.516500+00:00,-40.55,116.36418650007248,20.521516499996185,23.354180097579956
1711418478.660369,2024-03-26 02:01:18.660369+00:00,-40.54,116.36145299053192,20.52166036891937,23.498049020767212
1711418478.80286,2024-03-26 02:01:18.802860+00:00,-40.55,116.35874565958976,20.52180286002159,23.64054012298584
1711418478.952651,2024-03-26 02:01:18.952651+00:00,-40.56,116.35589963054656,20.521952651023863,23.7903311252594
1711418479.095994,2024-03-26 02:01:19.095994+00:00,-40.56,116.35490400600432,20.522,23.933674097061157
1711418479.24271,2024-03-26 02:01:19.242710+00:00,-40.56,116.35475728988648,20.522,24.080390214920044
1711418479.385841,2024-03-26 02:01:19.385841+00:00,-40.56,116.3546141591072,20.522,24.2235209941864
1711418479.531037,2024-03-26 02:01:19.531037+00:00,-40.55,116.3544689629078,20.522,24.368717193603516
1711418479.669126,2024-03-26 02:01:19.669126+00:00,-40.56,116.35433087396622,20.522,24.506806135177612
1711418479.820974,2024-03-26 02:01:19.820974+00:00,-40.56,116.35417902588844,20.522,24.65865421295166
1711418479.961662,2024-03-26 02:01:19.961662+00:00,-40.56,116.35403833794594,20.522,24.799342155456543
1711418480.112823,2024-03-26 02:01:20.112823+00:00,-40.55,116.354,20.522,24.95050311088562
1711418480.253246,2024-03-26 02:01:20.253246+00:00,-40.56,116.354,20.522,25.09092617034912
1711418480.402067,2024-03-26 02:01:20.402067+00:00,-40.55,116.354,20.522,25.239747047424316
1711418480.546646,2024-03-26 02:01:20.546646+00:00,-40.54,116.354,20.522,25.384326219558716
1711418480.690857,2024-03-26 02:01:20.690857+00:00,-40.54,116.354,20.522,25.528537034988403
1711418480.836839,2024-03-26 02:01:20.836839+00:00,-40.54,116.354,20.522,25.674519062042236
1711418480.982517,2024-03-26 02:01:20.982517+00:00,-40.56,116.354,20.522,25.820197105407715
1711418481.124075,2024-03-26 02:01:21.124075+00:00,-40.56,116.356853723526,20.522,25.96175503730774
1711418481.269896,2024-03-26 02:01:21.269896+00:00,-40.55,116.3602076086998,20.522,26.10757613182068
1711418481.414111,2024-03-26 02:01:21.414111+00:00,-40.56,116.36352455067636,20.522,26.25179100036621
1711418481.562515,2024-03-26 02:01:21.562515+00:00,-40.56,116.36693784546851,20.522,26.400195121765137
1711418481.707889,2024-03-26 02:01:21.707889+00:00,-40.55,116.3702814488411,20.522,26.54556918144226
1711418481.846337,2024-03-26 02:01:21.846337+00:00,-40.55,116.37346575284003,20.522,26.684017181396484
1711418481.990134,2024-03-26 02:01:21.990134+00:00,-40.56,116.37677308201788,20.522,26.82781410217285
1711418482.143958,2024-03-26 02:01:22.143958+00:00,-40.56,116.377,20.522,26.981638193130493
1711418482.284104,2024-03-26 02:01:22.284104+00:00,-40.55,116.377,20.522,27.121784210205078
1711418482.43374,2024-03-26 02:01:22.433740+00:00,-40.56,116.377,20.522,27.271420001983643
1711418482.57302,2024-03-26 02:01:22.573020+00:00,-40.54,116.377,20.522,27.41070008277893
1711418482.723574,2024-03-26 02:01:22.723574+00:00,-40.55,116.377,20.522,27.561254024505615
1711418482.866547,2024-03-26 02:01:22.866547+00:00,-40.55,116.377,20.522,27.704227209091187
1711418483.008583,2024-03-26 02:01:23.008583+00:00,-40.56,116.3769656677246,20.522,27.84626317024231
1711418483.155475,2024-03-26 02:01:23.155475+00:00,-40.56,116.3763781003952,20.522,27.993155002593994
1711418483.301312,2024-03-26 02:01:23.301312+00:00,-40.56,116.37579475212095,20.522,28.138992071151733
1711418483.448662,2024-03-26 02:01:23.448662+00:00,-40.56,116.37520535182952,20.522,28.28634214401245
1711418483.593717,2024-03-26 02:01:23.593717+00:00,-40.56,116.37462513160706,20.522,28.431397199630737
1711418483.739495,2024-03-26 02:01:23.739495+00:00,-40.56,116.37404201984404,20.522,28.57717514038086
1711418483.891957,2024-03-26 02:01:23.891957+00:00,-40.56,116.3734321718216,20.522,28.729637145996094
1711418484.027216,2024-03-26 02:01:24.027216+00:00,-40.55,116.37242846488954,20.522,28.864896059036255
1711418484.172251,2024-03-26 02:01:24.172251+00:00,-40.56,116.36938272929191,20.522,29.009931087493896
1711418484.310969,2024-03-26 02:01:24.310969+00:00,-40.57,116.36646964859963,20.522,29.148649215698242
1711418484.464739,2024-03-26 02:01:24.464739+00:00,-40.57,116.36324047923088,20.522,29.302419185638428
1711418484.603589,2024-03-26 02:01:24.603589+00:00,-40.54,116.36032462978363,20.522,29.441269159317017
1711418484.754898,2024-03-26 02:01:24.754898+00:00,-40.55,116.35714714050292,20.522,29.592578172683716
1711418484.900225,2024-03-26 02:01:24.900225+00:00,-40.55,116.35409527659417,20.522,29.737905025482178
1711418485.035691,2024-03-26 02:01:25.035691+00:00,-40.54,116.352,20.522,29.873371124267578
1711418485.186241,2024-03-26 02:01:25.186241+00:00,-40.56,116.352,20.522,30.023921012878418
1711418485.332326,2024-03-26 02:01:25.332326+00:00,-40.56,116.352,20.522,30.170006036758423
1711418485.478862,2024-03-26 02:01:25.478862+00:00,-40.56,116.352,20.522,30.316542148590088
1711418485.624456,2024-03-26 02:01:25.624456+00:00,-40.56,116.352,20.522,30.462136030197144
1711418485.768637,2024-03-26 02:01:25.768637+00:00,-40.56,116.352,20.522,30.606317043304443
1711418485.913757,2024-03-26 02:01:25.913757+00:00,-40.56,116.352,20.522,30.751437187194824
1711418486.06028,2024-03-26 02:01:26.060280+00:00,-40.55,116.35350700211524,20.522,30.89796018600464
1711418486.205572,2024-03-26 02:01:26.205572+00:00,-40.55,116.35713929724692,20.522,31.043251991271973
1711418486.341837,2024-03-26 02:01:26.341837+00:00,-40.55,116.36054592323303,20.522,31.179517030715942
1711418486.495627,2024-03-26 02:01:26.495627+00:00,-40.56,116.36439067316056,20.522,31.333307027816772
1711418486.636649,2024-03-26 02:01:26.636649+00:00,-40.55,116.3679162223339,20.522,31.474328994750977
1711418486.785062,2024-03-26 02:01:26.785062+00:00,-40.54,116.37162655186653,20.522,31.622742176055908
1711418486.930259,2024-03-26 02:01:26.930259+00:00,-40.55,116.37525647473336,20.522,31.76793909072876
1711418487.07364,2024-03-26 02:01:27.073640+00:00,-40.54,116.377,20.522,31.911320209503174
1711418487.218087,2024-03-26 02:01:27.218087+00:00,-40.55,116.377,20.522,32.05576705932617
1711418487.360468,2024-03-26 02:01:27.360468+00:00,-40.56,116.377,20.522,32.198148012161255
1711418487.506461,2024-03-26 02:01:27.506461+00:00,-40.56,116.377,20.522,32.34414100646973
1711418487.655683,2024-03-26 02:01:27.655683+00:00,-40.56,116.377,20.522,32.49336314201355
1711418487.801085,2024-03-26 02:01:27.801085+00:00,-40.55,116.377,20.522,32.63876509666443
1711418487.942956,2024-03-26 02:01:27.942956+00:00,-40.57,116.377,20.522,32.78063607215881
1711418488.084657,2024-03-26 02:01:28.084657+00:00,-40.56,116.37691534304618,20.522,32.9223370552063
1711418488.229595,2024-03-26 02:01:28.229595+00:00,-40.55,116.37677040505407,20.522,33.067275047302246
1711418488.375681,2024-03-26 02:01:28.375681+00:00,-40.55,116.37662431907654,20.522,33.21336102485657
1711418488.527014,2024-03-26 02:01:28.527014+00:00,-40.56,116.3764729859829,20.522,33.364694118499756
1711418488.667954,2024-03-26 02:01:28.667954+00:00,-40.55,116.37633204603196,20.522,33.50563406944275
1711418488.816098,2024-03-26 02:01:28.816098+00:00,-40.55,116.37618390202525,20.522,33.653778076171875
1711418488.960679,2024-03-26 02:01:28.960679+00:00,-40.55,116.37603932094576,20.522,33.79835915565491
1711418489.106594,2024-03-26 02:01:29.106594+00:00,-40.54,116.37333514785767,20.522,33.94427418708801
1711418489.247644,2024-03-26 02:01:29.247644+00:00,-40.54,116.36980890130997,20.522,34.08532404899597
1711418489.39085,2024-03-26 02:01:29.390850+00:00,-40.55,116.36622874832152,20.522,34.228530168533325
1711418489.542813,2024-03-26 02:01:29.542813+00:00,-40.55,116.36242967343333,20.522,34.3804931640625
1711418489.686365,2024-03-26 02:01:29.686365+00:00,-40.55,116.3588408777714,20.522,34.52404499053955
1711418489.832966,2024-03-26 02:01:29.832966+00:00,-40.56,116.35517584776878,20.522,34.67064619064331
1711418489.975765,2024-03-26 02:01:29.975765+00:00,-40.56,116.35160587525368,20.522,34.81344509124756
1711418490.114247,2024-03-26 02:01:30.114247+00:00,-40.55,116.351,20.522,34.951927185058594
1711418490.264262,2024-03-26 02:01:30.264262+00:00,-40.54,116.351,20.522,35.10194206237793
1711418490.40389,2024-03-26 02:01:30.403890+00:00,-40.55,116.351,20.522,35.24156999588013
1711418490.556034,2024-03-26 02:01:30.556034+00:00,-40.56,116.351,20.522,35.39371418952942
1711418490.701089,2024-03-26 02:01:30.701089+00:00,-40.55,116.351,20.522,35.538769006729126
1711418490.847451,2024-03-26 02:01:30.847451+00:00,-40.55,116.351,20.522,35.68513107299805
1711418490.990602,2024-03-26 02:01:30.990602+00:00,-40.54,116.351,20.522,35.82828211784363
1711418491.138097,2024-03-26 02:01:31.138097+00:00,-40.54,116.35445242619514,20.522,35.97577714920044
1711418491.280036,2024-03-26 02:01:31.280036+00:00,-40.54,116.35800089931487,20.522,36.11771607398987
1711418491.425662,2024-03-26 02:01:31.425662+00:00,-40.54,116.36164155101775,20.522,36.2633421421051
1711418491.570415,2024-03-26 02:01:31.570415+00:00,-40.55,116.36526037549972,20.522,36.40809512138367
1711418491.718389,2024-03-26 02:01:31.718389+00:00,-40.56,116.36895972585678,20.522,36.556069135665894
1711418491.862865,2024-03-26 02:01:31.862865+00:00,-40.56,116.37257162427905,20.522,36.70054507255554
1711418492.006673,2024-03-26 02:01:32.006673+00:00,-40.56,116.376,20.522,36.84435319900513
1711418492.151126,2024-03-26 02:01:32.151126+00:00,-40.56,116.376,20.522,36.9888060092926
1711418492.297719,2024-03-26 02:01:32.297719+00:00,-40.55,116.376,20.522,37.13539910316467
